U:0,U:1,U:2,Points:0,Points:1,Points:2
4.4599,-0.077536,5.1291,4.4462,6.6887,19.118
2.7293,-0.0067646,5.7246,13.312,6.6888,19.118
2.5861,-0.00075171,5.1808,14.425,6.6893,19.118
2.4502,0.0040548,4.5758,15.554,6.6902,19.118
4.1935,-0.0515,6.291,5.5747,7.7947,19.118
4.4753,-0.046244,5.1259,4.4462,7.795,19.118
2.59,-0.0021693,5.1806,14.425,7.7953,19.118
2.4529,0.00060989,4.5745,15.554,7.7958,19.118
4.2043,-0.024442,6.2888,5.5747,8.8979,19.118
4.4836,-0.02261,5.1248,4.4462,8.898,19.118
2.5916,-0.003549,5.181,14.425,8.8982,19.118
2.454,-0.002897,4.5745,15.554,8.8985,19.118
2.4534,-0.0073849,4.576,15.554,10,19.118
2.5907,-0.0057159,5.1823,14.425,10,19.118
4.2077,0.0013227,6.2884,5.5747,10,19.118
4.4866,-0.0015583,5.1254,4.4462,10,19.118
2.4515,-0.01328,4.5795,15.554,11.102,19.118
2.5877,-0.0090628,5.1847,14.425,11.102,19.118
4.2035,0.02646,6.2903,5.5748,11.102,19.118
4.4837,0.018689,5.1282,4.4464,11.102,19.118
2.4475,-0.020504,4.5854,15.553,12.205,19.118
2.5817,-0.013271,5.1886,14.425,12.205,19.118
4.194,0.051963,6.2931,5.575,12.205,19.118
4.4771,0.039263,5.132,4.4466,12.205,19.118
2.4406,-0.029767,4.5943,15.553,13.311,19.118
2.572,-0.018747,5.1943,14.425,13.311,19.118
4.1768,0.080378,6.2977,5.5754,13.311,19.118
4.4641,0.062232,5.1374,4.447,13.311,19.118
2.7133,-0.006034,5.7335,13.311,13.312,19.118
3.8909,0.083708,7.0031,6.6888,13.312,19.118
2.696,-0.0088745,5.7381,13.311,14.425,19.118
2.8443,0.0092132,6.222,12.205,14.425,19.118
3.0032,0.029011,6.6511,11.102,14.425,19.118
3.1768,0.051024,7.0065,10,14.425,19.118
3.3719,0.074726,7.2441,8.8981,14.425,19.118
3.5976,0.097233,7.2833,7.7952,14.425,19.118
3.8586,0.11216,7.0087,6.6893,14.425,19.118
4.3968,0.11271,5.1642,4.4501,15.553,19.118
2.407,-0.056495,4.6264,15.55,15.554,19.118
2.6721,-0.012547,5.7444,13.31,15.554,19.118
2.8187,0.0089619,6.224,12.204,15.554,19.118
2.9745,0.031912,6.6505,11.102,15.554,19.118
3.1434,0.05779,7.0053,10,15.554,19.118
3.3323,0.086954,7.2449,8.8984,15.554,19.118
3.5513,0.11684,7.2892,7.7957,15.554,19.118
3.8073,0.13973,7.0216,6.6902,15.554,19.118
4.0903,-0.16326,6.3269,5.5753,4.4463,19.117
2.5673,0.0029968,5.1839,14.424,4.4479,19.117
4.1422,-0.12052,6.3056,5.5749,5.5749,19.117
4.4323,-0.11416,5.1347,4.4463,5.5752,19.117
2.5785,0.00092061,5.182,14.425,5.5761,19.117
2.4446,0.0074007,4.5788,15.553,5.5775,19.117
4.4409,0.086825,5.146,4.448,14.424,19.117
2.428,-0.041455,4.6075,15.552,14.425,19.117
2.5567,-0.025751,5.2028,14.424,14.425,19.117
4.1472,0.11051,6.3061,5.5761,14.425,19.117
4.096,0.14242,6.3244,5.5775,15.553,19.117
2.5339,-0.03405,5.2147,14.422,15.554,19.117
0,0,0,13.307,0,18.891
0,0,0,12.202,0,18.891
0,0,0,11.1,0,18.891
0,0,0,10,0,18.891
0,0,0,8.8995,0,18.891
0,0,0,7.798,0,18.891
0,0,0,6.6933,0,18.891
5,0,0,0,6.6923,18.891
5,0,0,0,7.7978,18.891
5,0,0,0,8.8994,18.891
5,0,0,0,10,18.891
5,0,0,0,11.1,18.891
5,0,0,0,12.202,18.891
5,0,0,0,13.307,18.891
0,0,0,14.42,0,18.89
0,0,0,5.5803,0,18.89
5,0,0,0,5.5768,18.89
5,0,0,0,14.42,18.89
0,0,0,4.4495,0.00013501,18.888
5,0,0,0.00012928,4.4386,18.888
0,0,0,15.553,0,18.886
5,0,0,0,15.553,18.886
5,0,0,0.0006781,3.259,18.88
0,0,0,3.2923,0.00082914,18.879
5,0,0,0,16.722,18.874
0,0,0,16.723,0,18.873
5,0,0,0.0031687,2.0194,18.851
0,0,0,2.1237,0.0054426,18.85
5,0,0,0,17.951,18.832
0,0,0,17.951,0,18.829
3.6803,-0.23696,0.1349,0.0016402,0.59686,18.761
1.1803,-0.23696,0.1349,0.7993,0.038094,18.753
4.4212,0.19257,0.31241,0,19.334,18.703
0.74197,0.028288,0.52831,19.338,0,18.695
2.3605,-0.47393,0.26979,0.22033,0.43039,18.51
3.5837,0.0038414,6.8324,9.9999,10,18.002
3.7447,-0.015635,7.0476,8.8924,8.8925,18.001
3.5831,-0.011435,6.8325,9.9999,8.8926,18.001
3.4423,-0.0082458,6.487,11.107,8.8928,18.001
3.442,0.0014853,6.4871,11.107,10,18.001
3.7463,0.0053276,7.0473,8.8924,10,18.001
3.4361,0.010114,6.4863,11.107,11.108,18.001
3.5775,0.018012,6.831,9.9999,11.108,18.001
3.7398,0.025187,7.0458,8.8925,11.108,18.001
3.5753,-0.025736,6.8318,9.9999,7.783,18
3.3156,-0.0013594,6.0593,12.217,10,18
3.9366,0.0055202,7.0508,7.7829,10,18
3.5652,0.031301,6.8294,9.9999,12.217,18
3.7347,-0.035332,7.0476,8.8924,7.7829,17.999
3.4365,-0.017471,6.4863,11.107,7.7833,17.999
3.9342,-0.020338,7.0515,7.7828,8.8925,17.999
3.3165,-0.0060912,6.059,12.217,8.8931,17.999
3.3101,0.0022178,6.0594,12.217,11.108,17.999
3.9301,0.030353,7.0498,7.7832,11.108,17.999
3.4248,0.017971,6.4855,11.107,12.217,17.999
3.7267,0.044134,7.0442,8.8928,12.217,17.999
3.9222,-0.045045,7.0527,7.7829,7.783,17.998
3.3123,-0.010818,6.0585,12.217,7.7838,17.998
3.2997,0.0050445,6.06,12.216,12.217,17.998
3.9167,0.054531,7.0491,7.7837,12.217,17.998
3.7175,-0.054335,7.0479,8.8926,6.6687,17.997
3.5615,-0.038979,6.8311,9.9999,6.6688,17.997
3.4258,-0.025732,6.4855,11.107,6.6692,17.997
4.1525,-0.024394,6.7354,6.6686,8.8926,17.997
3.2029,-0.0047388,5.5715,13.331,8.8936,17.997
3.2018,-0.0043817,5.5721,13.331,10,17.997
4.1556,0.0041094,6.7342,6.6687,10,17.997
3.1968,-0.0053137,5.5733,13.331,11.107,17.997
4.1495,0.031787,6.7343,6.6691,11.107,17.997
3.4077,0.02511,6.4846,11.107,13.331,17.997
3.7062,0.062958,7.0424,8.8932,13.331,17.997
3.5465,0.044018,6.8275,9.9999,13.332,17.997
3.9019,-0.070256,7.0552,7.7832,6.6687,17.995
3.3039,-0.01484,6.0582,12.216,6.6699,17.995
4.1397,-0.052431,6.7382,6.6687,7.7833,17.995
3.1999,-0.0055585,5.5714,13.331,7.7847,17.995
3.1873,-0.0071488,5.5755,13.33,12.217,17.995
4.1367,0.059425,6.7352,6.6697,12.217,17.995
3.284,0.007046,6.0609,12.215,13.331,17.995
3.8948,0.079553,7.0488,7.7845,13.331,17.995
4.118,-0.08327,6.7435,6.669,6.669,17.993
3.1932,-0.0059296,5.5718,13.331,6.6711,17.993
3.1728,-0.010107,5.579,13.329,13.331,17.993
4.1149,0.089331,6.7371,6.6709,13.331,17.993
3.6905,-0.071187,7.0487,8.8929,5.5454,17.992
3.5399,-0.049954,6.8303,9.9998,5.5455,17.992
3.4086,-0.032101,6.4846,11.107,5.546,17.992
4.3886,-0.026235,6.001,5.5453,8.8929,17.992
3.1026,-0.0038665,5.0305,14.454,8.8942,17.992
4.392,0.001228,5.9999,5.5455,9.9999,17.992
3.1015,-0.0072862,5.0314,14.454,10.001,17.992
3.0972,-0.012215,5.0338,14.454,11.107,17.992
4.3869,0.0281,6.0011,5.5459,11.107,17.992
3.3834,0.030468,6.484,11.106,14.455,17.992
3.5193,0.05471,6.8259,9.9999,14.455,17.992
3.6755,0.079914,7.0415,8.8938,14.455,17.992
3.8696,-0.094233,7.0596,7.7837,5.5454,17.991
3.29,-0.01756,6.0582,12.216,5.5468,17.991
4.3768,-0.054408,6.0047,5.5453,7.7837,17.991
3.1004,-0.0013036,5.0308,14.454,7.786,17.991
3.089,-0.018441,5.038,14.453,12.216,17.991
4.3759,0.055618,6.0034,5.5467,12.216,17.991
3.2615,0.0075897,6.0629,12.214,14.454,17.991
3.8607,0.10352,7.0504,7.7857,14.454,17.991
4.0823,-0.11472,6.7523,6.6696,5.5455,17.989
3.1816,-0.0055784,5.5731,13.33,5.5482,17.989
4.356,-0.088246,6.0116,5.5455,6.6695,17.989
3.0949,0.0015165,5.0322,14.454,6.673,17.989
3.0759,-0.026434,5.0446,14.452,13.33,17.989
4.3562,0.086624,6.0073,5.5481,13.33,17.989
3.1514,-0.014485,5.5845,13.327,14.454,17.989
4.0792,0.11977,6.7422,6.6728,14.454,17.989
4.3209,-0.12492,6.0228,5.5459,5.5458,17.986
3.0555,-0.036427,5.0544,14.449,14.453,17.986
4.3226,0.12001,6.0146,5.5506,14.453,17.986
3.6543,-0.082735,7.0515,8.8934,4.4065,17.985
3.5111,-0.056336,6.8302,9.9998,4.4067,17.985
3.3855,-0.035235,6.484,11.106,4.4072,17.985
3.085,0.0045764,5.0351,14.453,5.5507,17.985
4.6193,-0.024702,4.8379,4.4065,8.8934,17.985
3.0213,-0.003158,4.4305,15.593,8.8952,17.985
4.6223,-0.0022426,4.8375,4.4067,9.9998,17.985
3.0204,-0.0097317,4.4317,15.593,10.001,17.985
3.0174,-0.018104,4.4353,15.593,11.106,17.985
4.6188,0.019687,4.8395,4.4071,11.106,17.985
3.3514,0.033318,6.4839,11.105,15.594,17.985
3.4831,0.061628,6.825,9.9999,15.594,17.985
3.633,0.09234,7.0428,8.8947,15.594,17.985
3.8249,-0.1137,7.0682,7.7847,4.4064,17.984
3.271,-0.018413,6.0586,12.215,4.408,17.984
4.6099,-0.049228,4.8405,4.4064,7.7846,17.984
3.0195,0.0023052,4.4314,15.593,7.7879,17.984
3.0111,-0.028481,4.4418,15.592,12.215,17.984
4.6106,0.04251,4.8423,4.4079,12.215,17.984
3.2317,0.0068162,6.0657,12.212,15.593,17.984
3.8109,0.12348,7.0569,7.7876,15.593,17.984
4.0305,-0.14484,6.7689,6.6706,4.4063,17.983
3.1653,-0.0043754,5.5752,13.328,4.4094,17.983
4.5923,-0.081418,4.8454,4.4063,6.6705,17.983
3.0152,0.0079645,4.4342,15.593,6.676,17.983
3.0003,-0.041781,4.452,15.59,13.328,17.983
4.5949,0.068801,4.8459,4.4094,13.328,17.983
3.1222,-0.019597,5.5922,13.324,15.593,17.983
4.0234,0.14869,6.7557,6.6758,15.593,17.983
4.2669,-0.16627,6.0457,5.5464,4.406,17.98
3.0707,0.0080612,5.0393,14.452,4.4122,17.98
4.5616,-0.1178,4.8532,4.4061,5.5462,17.98
3.0069,0.013475,4.4392,15.593,5.5548,17.98
2.9817,-0.058589,4.467,15.588,14.451,17.98
4.5667,0.098136,4.8516,4.4121,14.452,17.98
3.0256,-0.047794,5.0685,14.445,15.593,17.98
4.2653,0.15606,6.0332,5.5547,15.593,17.98
4.5098,-0.16587,4.8745,4.4055,4.4051,17.975
2.9944,0.019637,4.4458,15.592,4.4173,17.975
2.9512,-0.079445,4.489,15.582,15.592,17.975
4.5139,0.13298,4.8678,4.4172,15.592,17.975
3.7666,-0.12867,7.0884,7.7863,3.2438,17.974
3.6095,-0.089119,7.0606,8.8943,3.244,17.974
3.4762,-0.058134,6.8337,9.9998,3.2442,17.974
3.3572,-0.034998,6.4857,11.105,3.2445,17.974
4.8051,-0.038181,3.3936,3.2438,7.7861,17.974
2.9684,0.0053197,3.7594,16.756,7.7906,17.974
4.8115,-0.019981,3.3937,3.244,8.8942,17.974
2.9697,-0.0023947,3.7577,16.756,8.8964,17.974
4.8137,-0.004864,3.3946,3.2442,9.9998,17.974
2.9695,-0.011273,3.7591,16.756,10.001,17.974
2.9683,-0.022235,3.7639,16.755,11.105,17.974
4.8118,0.0095254,3.3967,3.2445,11.105,17.974
4.8066,0.024385,3.3988,3.2451,12.213,17.974
3.1939,0.0052175,6.0705,12.21,16.756,17.974
3.3116,0.033179,6.4858,11.104,16.756,17.974
3.4372,0.063827,6.8278,10,16.756,17.974
3.5767,0.099431,7.0517,8.896,16.756,17.974
3.74,0.13958,7.0785,7.7903,16.756,17.974
3.2464,-0.017316,6.0609,12.213,3.2452,17.973
2.9652,-0.036177,3.7727,16.755,12.213,17.973
3.9566,-0.173,6.8059,6.6724,3.2434,17.972
3.1426,-0.0025985,5.5794,13.326,3.2464,17.972
4.792,-0.064256,3.3934,3.2434,6.6721,17.972
2.9657,0.013403,3.7641,16.756,6.6805,17.972
2.9589,-0.054881,3.7867,16.753,13.325,17.972
4.7959,0.041256,3.4001,3.2464,13.326,17.972
3.0828,-0.023413,5.6027,13.319,16.756,17.972
3.9364,0.17814,6.7947,6.6804,16.756,17.972
4.1794,-0.21003,6.0996,5.5474,3.2423,17.97
3.0486,0.010975,5.0461,14.45,3.2489,17.97
4.768,-0.095263,3.3921,3.2425,5.5467,17.97
2.96,0.021239,3.772,16.756,5.5617,17.97
2.9454,-0.080119,3.8078,16.751,14.449,17.97
4.7755,0.060068,3.3997,3.2489,14.45,17.97
2.9815,-0.056512,5.0877,14.438,16.756,17.97
4.1671,0.20019,6.0853,5.5616,16.756,17.97
4.4138,-0.21951,4.9329,4.4037,3.2393,17.967
4.7203,-0.14245,3.401,3.2399,4.4024,17.967
2.9727,0.024392,4.4554,15.592,3.254,17.966
2.9505,0.030696,3.782,16.757,4.4267,17.966
2.9182,-0.11547,3.8392,16.746,15.591,17.966
4.7319,0.081484,3.4036,3.254,15.591,17.966
2.9,-0.098758,4.5202,15.573,16.757,17.966
4.4167,0.18464,4.9152,4.4267,16.757,17.966
4.6181,-0.19016,3.4404,3.2326,3.2307,17.959
2.9316,0.038597,3.7949,16.761,3.2648,17.958
2.8622,-0.15676,3.8857,16.735,16.76,17.958
4.6481,0.12527,3.4218,3.2647,16.761,17.958
3.5518,-0.078365,7.0773,8.8957,2.0496,17.952
3.4351,-0.050484,6.8398,9.9998,2.0498,17.952
3.3256,-0.030515,6.4883,11.104,2.05,17.952
4.9337,-0.013417,1.9637,2.0496,8.8956,17.952
